issn,journal,impact_factor,jcr_quartile,cas_partition
1525-9951,EVENT MANAGEMENT,1.5,Q3,4区
,EVENT MANAGEMENT,1.5,Q3,4区
0531-495X,Everymans Science,,,4区
,Everymans Science,,,4区
1744-2648,Evidence & Policy,2.5,Q1,3区
,Evidence & Policy,2.5,Q1,3区
1715-720X,Evidence Based Library and Information Practice,,,4区
,Evidence Based Library and Information Practice,,,4区
2049-3983,Evidence-based HRM-A Global Forum for Empirical Scholarship,2,Q3,4区
,Evidence-based HRM-A Global Forum for Empirical Scholarship,2,Q3,4区
2041-9139,EvoDevo,,,2区
,EvoDevo,3.6,Q1,2区
1520-541X,EVOLUTION & DEVELOPMENT,2,Q3,3区
,EVOLUTION & DEVELOPMENT,2,Q3,3区
1090-5138,EVOLUTION AND HUMAN BEHAVIOR,3.2,Q1,1区
,EVOLUTION AND HUMAN BEHAVIOR,3.2,Q1,1区
2163-2480,Evolution Equations and Control Theory,1.2,Q1,4区
,Evolution Equations and Control Theory,1.2,Q1,4区
2056-3744,Evolution Letters,,,1区
,Evolution Letters,3.7,Q1,1区
2050-6201,Evolution Medicine and Public Health,,,3区
,Evolution Medicine and Public Health,2.1,Q2,3区
0014-3855,EVOLUTION PSYCHIATRIQUE,0.6,Q4,4区
,EVOLUTION PSYCHIATRIQUE,0.6,Q4,4区
0014-3820,EVOLUTION,2.6,Q2,2区
,EVOLUTION,2.6,Q2,2区
1349-4961,Evolutionary and Institutional Economics Review,0.5,Q4,4区
,Evolutionary and Institutional Economics Review,0.5,Q4,4区
1060-1538,EVOLUTIONARY ANTHROPOLOGY,3.1,Q1,1区
,EVOLUTIONARY ANTHROPOLOGY,3.1,Q1,1区
1752-4571,Evolutionary Applications,3.2,Q2,2区
,Evolutionary Applications,3.2,Q2,2区
2330-2925,Evolutionary Behavioral Sciences,1.4,Q3,4区
,Evolutionary Behavioral Sciences,1.4,Q3,4区
1176-9343,Evolutionary Bioinformatics,1.5,Q4,4区
,Evolutionary Bioinformatics,1.5,Q4,4区
0071-3260,Evolutionary Biology,1.7,Q4,3区
,Evolutionary Biology,1.7,Q4,3区
1063-6560,EVOLUTIONARY COMPUTATION,3.4,Q2,3区
,EVOLUTIONARY COMPUTATION,3.4,Q2,3区
0269-7653,EVOLUTIONARY ECOLOGY,2.1,Q3,3区
,EVOLUTIONARY ECOLOGY,2.1,Q3,3区
2513-843X,Evolutionary Human Sciences,,,2区
,Evolutionary Human Sciences,2.3,Q1,2区
1864-5909,Evolutionary Intelligence,2.6,Q3,4区
,Evolutionary Intelligence,2.6,Q3,4区
2198-9885,Evolutionary Psychological Science,,,4区
,Evolutionary Psychological Science,1.5,Q3,4区
1474-7049,Evolutionary Psychology,0.9,Q4,4区
,Evolutionary Psychology,0.9,Q4,4区
1868-6478,Evolving Systems,2.7,Q3,4区
,Evolving Systems,2.7,Q3,4区
2234-3180,Ewha Medical Journal,0.2,Q4,4区
,Ewha Medical Journal,0.2,Q4,4区
0014-4029,EXCEPTIONAL CHILDREN,4.3,Q1,3区
,EXCEPTIONAL CHILDREN,4.3,Q1,3区
0936-2835,Exceptionality,0.9,Q4,4区
,Exceptionality,0.9,Q4,4区
0166-2740,Exchange-Journal of Contemporary Christianities in Context,0.3,,3区
,Exchange-Journal of Contemporary Christianities in Context,0.3,,3区
1611-2156,EXCLI Journal,4.9,Q1,3区
,EXCLI Journal,4.9,Q1,3区
1699-3225,Exemplaria Classica,0.1,,4区
,Exemplaria Classica,0.1,,4区
1041-2573,Exemplaria-Medieval Early Modern Theory,0.3,,2区
,Exemplaria-Medieval Early Modern Theory,0.3,,2区
0998-3953,Exercer-La Revue Francophone de Medecine Generale,0.2,Q4,4区
,Exercer-La Revue Francophone de Medecine Generale,0.2,Q4,4区
0091-6331,EXERCISE AND SPORT SCIENCES REVIEWS,4.7,Q1,2区
,EXERCISE AND SPORT SCIENCES REVIEWS,4.7,Q1,2区
1077-5552,EXERCISE IMMUNOLOGY REVIEW,3.8,Q1,4区
,EXERCISE IMMUNOLOGY REVIEW,3.8,Q1,4区
1084-4945,Experiment-A Journal of Russian Culture,0.2,,4区
,Experiment-A Journal of Russian Culture,0.2,,4区
0361-073X,EXPERIMENTAL AGING RESEARCH,1.3,Q3,4区
,EXPERIMENTAL AGING RESEARCH,1.3,Q3,4区
0014-4797,EXPERIMENTAL AGRICULTURE,1.9,Q2,4区
,EXPERIMENTAL AGRICULTURE,1.9,Q2,4区
0168-8162,EXPERIMENTAL AND APPLIED ACAROLOGY,1.7,Q2,2区
,EXPERIMENTAL AND APPLIED ACAROLOGY,1.7,Q2,2区
0947-7349,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,1.7,Q4,4区
,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,1.7,Q4,4区
1064-1297,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,2.2,Q2,3区
,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,2.2,Q2,3区
1304-0855,Experimental and Clinical Transplantation,,,4区
,Experimental and Clinical Transplantation,,,4区
2661-8869,Experimental and Computational Multiphase Flow,5.4,Q1,1区
,Experimental and Computational Multiphase Flow,5.4,Q1,1区
1226-3613,EXPERIMENTAL AND MOLECULAR MEDICINE,12.9,Q1,1区
,EXPERIMENTAL AND MOLECULAR MEDICINE,12.9,Q1,1区
0014-4800,EXPERIMENTAL AND MOLECULAR PATHOLOGY,3.7,Q1,4区
,EXPERIMENTAL AND MOLECULAR PATHOLOGY,3.7,Q1,4区
1792-0981,Experimental and Therapeutic Medicine,2.3,Q3,4区
,Experimental and Therapeutic Medicine,2.3,Q3,4区
1341-1357,EXPERIMENTAL ANIMALS,1.2,Q2,3区
,EXPERIMENTAL ANIMALS,1.2,Q2,3区
0922-6435,EXPERIMENTAL ASTRONOMY,2.2,Q2,4区
,EXPERIMENTAL ASTRONOMY,2.2,Q2,4区
1535-3702,EXPERIMENTAL BIOLOGY AND MEDICINE,2.7,Q3,4区
,EXPERIMENTAL BIOLOGY AND MEDICINE,2.7,Q3,4区
0014-4819,EXPERIMENTAL BRAIN RESEARCH,1.6,Q4,4区
,EXPERIMENTAL BRAIN RESEARCH,1.6,Q4,4区
0014-4827,EXPERIMENTAL CELL RESEARCH,3.5,Q2,3区
,EXPERIMENTAL CELL RESEARCH,3.5,Q2,3区
0906-6705,EXPERIMENTAL DERMATOLOGY,3.1,Q2,3区
,EXPERIMENTAL DERMATOLOGY,3.1,Q2,3区
1386-4157,EXPERIMENTAL ECONOMICS,1.7,Q2,3区
,EXPERIMENTAL ECONOMICS,1.7,Q2,3区
0014-4835,EXPERIMENTAL EYE RESEARCH,2.7,Q2,3区
,EXPERIMENTAL EYE RESEARCH,2.7,Q2,3区
0531-5565,EXPERIMENTAL GERONTOLOGY,4.3,Q1,3区
,EXPERIMENTAL GERONTOLOGY,4.3,Q1,3区
0891-6152,EXPERIMENTAL HEAT TRANSFER,2.9,Q2,3区
,EXPERIMENTAL HEAT TRANSFER,2.9,Q2,3区
2162-3619,Experimental Hematology & Oncology,,,2区
,Experimental Hematology & Oncology,13.5,Q1,2区
0301-472X,EXPERIMENTAL HEMATOLOGY,2.1,Q3,4区
,EXPERIMENTAL HEMATOLOGY,2.1,Q3,4区
0190-2148,EXPERIMENTAL LUNG RESEARCH,1.8,Q3,4区
,EXPERIMENTAL LUNG RESEARCH,1.8,Q3,4区
1058-6458,EXPERIMENTAL MATHEMATICS,0.9,Q2,3区
,EXPERIMENTAL MATHEMATICS,0.9,Q2,3区
0014-4851,EXPERIMENTAL MECHANICS,2.4,Q2,3区
,EXPERIMENTAL MECHANICS,2.4,Q2,3区
1226-2560,Experimental Neurobiology,2.1,Q3,4区
,Experimental Neurobiology,2.1,Q3,4区
0014-4886,EXPERIMENTAL NEUROLOGY,4.2,Q1,2区
,EXPERIMENTAL NEUROLOGY,4.2,Q1,2区
0014-4894,EXPERIMENTAL PARASITOLOGY,1.6,Q3,4区
,EXPERIMENTAL PARASITOLOGY,1.6,Q3,4区
0958-0670,EXPERIMENTAL PHYSIOLOGY,2.8,Q2,3区
,EXPERIMENTAL PHYSIOLOGY,2.8,Q2,3区
1618-3169,EXPERIMENTAL PSYCHOLOGY,1.3,Q4,4区
,EXPERIMENTAL PSYCHOLOGY,1.3,Q4,4区
0732-8818,EXPERIMENTAL TECHNIQUES,1.9,Q2,4区
,EXPERIMENTAL TECHNIQUES,1.9,Q2,4区
0894-1777,EXPERIMENTAL THERMAL AND FLUID SCIENCE,3.3,Q1,3区
,EXPERIMENTAL THERMAL AND FLUID SCIENCE,3.3,Q1,3区
0723-4864,EXPERIMENTS IN FLUIDS,2.5,Q2,3区
,EXPERIMENTS IN FLUIDS,2.5,Q2,3区
1471-2598,EXPERT OPINION ON BIOLOGICAL THERAPY,4,Q2,3区
,EXPERT OPINION ON BIOLOGICAL THERAPY,4,Q2,3区
1742-5247,Expert Opinion on Drug Delivery,5.4,Q1,2区
,Expert Opinion on Drug Delivery,5.4,Q1,2区
1746-0441,Expert Opinion on Drug Discovery,4.9,Q1,2区
,Expert Opinion on Drug Discovery,4.9,Q1,2区
1742-5255,Expert Opinion on Drug Metabolism & Toxicology,3.4,Q2,3区
,Expert Opinion on Drug Metabolism & Toxicology,3.4,Q2,3区
1474-0338,Expert Opinion On Drug Safety,3.1,Q2,3区
,Expert Opinion On Drug Safety,3.1,Q2,3区
1472-8214,EXPERT OPINION ON EMERGING DRUGS,2.7,Q2,4区
,EXPERT OPINION ON EMERGING DRUGS,2.7,Q2,4区
1354-3784,EXPERT OPINION ON INVESTIGATIONAL DRUGS,4.1,Q1,3区
,EXPERT OPINION ON INVESTIGATIONAL DRUGS,4.1,Q1,3区
1465-6566,EXPERT OPINION ON PHARMACOTHERAPY,2.7,Q2,4区
,EXPERT OPINION ON PHARMACOTHERAPY,2.7,Q2,4区
1354-3776,EXPERT OPINION ON THERAPEUTIC PATENTS,4.6,Q1,2区
,EXPERT OPINION ON THERAPEUTIC PATENTS,4.6,Q1,2区
1472-8222,EXPERT OPINION ON THERAPEUTIC TARGETS,4.4,Q1,2区
,EXPERT OPINION ON THERAPEUTIC TARGETS,4.4,Q1,2区
1478-7210,Expert Review of Anti-Infective Therapy,3.8,Q1,3区
,Expert Review of Anti-Infective Therapy,3.8,Q1,3区
1473-7140,Expert Review of Anticancer Therapy,2.8,Q2,4区
,Expert Review of Anticancer Therapy,2.8,Q2,4区
1477-9072,Expert Review of Cardiovascular Therapy,2.1,Q3,4区
,Expert Review of Cardiovascular Therapy,2.1,Q3,4区
1744-666X,Expert Review of Clinical Immunology,3.7,Q2,3区
,Expert Review of Clinical Immunology,3.7,Q2,3区
1751-2433,Expert Review of Clinical Pharmacology,3,Q2,3区
,Expert Review of Clinical Pharmacology,3,Q2,3区
1744-6651,Expert Review of Endocrinology & Metabolism,2.8,Q3,3区
,Expert Review of Endocrinology & Metabolism,2.8,Q3,3区
1747-4124,Expert Review of Gastroenterology & Hepatology,2.5,Q2,3区
,Expert Review of Gastroenterology & Hepatology,2.5,Q2,3区
1747-4086,Expert Review of Hematology,2.1,Q3,4区
,Expert Review of Hematology,2.1,Q3,4区
1743-4440,Expert Review of Medical Devices,2.7,Q3,3区
,Expert Review of Medical Devices,2.7,Q3,3区
1473-7159,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,3.6,Q1,3区
,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,3.6,Q1,3区
1473-7175,Expert Review of Neurotherapeutics,3.4,Q2,3区
,Expert Review of Neurotherapeutics,3.4,Q2,3区
1746-9899,Expert Review of Ophthalmology,,,4区
,Expert Review of Ophthalmology,,,4区
1473-7167,Expert Review of Pharmacoeconomics & Outcomes Research,1.5,Q3,4区
,Expert Review of Pharmacoeconomics & Outcomes Research,1.5,Q3,4区
2380-8993,Expert Review of Precision Medicine and Drug Development,1.2,Q4,4区
,Expert Review of Precision Medicine and Drug Development,1.2,Q4,4区
1478-9450,Expert Review of Proteomics,2.8,Q2,3区
,Expert Review of Proteomics,2.8,Q2,3区
1747-6348,Expert Review of Respiratory Medicine,2.7,Q2,3区
,Expert Review of Respiratory Medicine,2.7,Q2,3区
1476-0584,Expert Review of Vaccines,4.8,Q2,2区
,Expert Review of Vaccines,4.8,Q2,2区
1462-3994,EXPERT REVIEWS IN MOLECULAR MEDICINE,5.5,Q1,3区
,EXPERT REVIEWS IN MOLECULAR MEDICINE,5.5,Q1,3区
0957-4174,EXPERT SYSTEMS WITH APPLICATIONS,7.5,Q1,1区
,EXPERT SYSTEMS WITH APPLICATIONS,7.5,Q1,1区
0266-4720,EXPERT SYSTEMS,2.3,Q2,4区
,EXPERT SYSTEMS,2.3,Q2,4区
0014-4940,EXPLICATOR,0.1,,3区
,EXPLICATOR,0.1,,3区
0812-3985,Exploration Geophysics,,,4区
,Exploration Geophysics,,,4区
0014-4983,EXPLORATIONS IN ECONOMIC HISTORY,1.7,Q1,1区
,EXPLORATIONS IN ECONOMIC HISTORY,1.7,Q1,1区
0098-2474,Explorations in Renaissance Culture,0.1,,4区
,Explorations in Renaissance Culture,0.1,,4区
2277-470X,Exploratory Animal and Medical Research,,,4区
,Exploratory Animal and Medical Research,,,4区
2667-2766,Exploratory Research in Clinical and Social Pharmacy,,,4区
,Exploratory Research in Clinical and Social Pharmacy,1.8,Q3,4区
1550-8307,Explore-The Journal of Science and Healing,2.2,Q2,4区
,Explore-The Journal of Science and Healing,2.2,Q2,4区
0723-0869,EXPOSITIONES MATHEMATICAE,0.9,Q2,3区
,EXPOSITIONES MATHEMATICAE,0.9,Q2,3区
0014-5246,EXPOSITORY TIMES,0.3,,4区
,EXPOSITORY TIMES,0.3,,4区
2451-9766,Exposure and Health,4.6,Q1,4区
,Exposure and Health,4.6,Q1,4区
1788-618X,Express Polymer Letters,2.6,Q3,3区
,Express Polymer Letters,2.6,Q3,3区
1540-0085,Expressions maghrebines,0.1,,4区
,Expressions maghrebines,0.1,,4区
2214-790X,Extractive Industries and Society,4.3,Q2,2区
,Extractive Industries and Society,4.3,Q2,2区
0014-5483,EXTRAPOLATION,0.1,,3区
,EXTRAPOLATION,0.1,,3区
2352-4316,Extreme Mechanics Letters,4.5,Q1,3区
,Extreme Mechanics Letters,4.5,Q1,3区
1386-1999,Extremes,2.2,Q1,3区
,Extremes,2.2,Q1,3区
1431-0651,EXTREMOPHILES,2.6,Q3,3区
,EXTREMOPHILES,2.6,Q3,3区
1542-2321,Eye & Contact Lens-Science and Clinical Practice,2.1,Q2,4区
,Eye & Contact Lens-Science and Clinical Practice,2.1,Q2,4区
1179-2744,Eye and Brain,2.4,Q2,4区
,Eye and Brain,2.4,Q2,4区
2326-0246,Eye and Vision,,,2区
,Eye and Vision,4,Q1,2区
0950-222X,EYE,3.2,Q1,3区
,EYE,3.2,Q1,3区
2224-9443,Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,0.1,,4区
,Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,0.1,,4区
1543-3951,F Scott Fitzgerald Review,<0.1,,4区
,F Scott Fitzgerald Review,<0.1,,4区
1033-1867,Fabrications-The Journal of the Society of Architectural Historians Australia and New Zealand,0.3,,4区
,Fabrications-The Journal of the Society of Architectural Historians Australia and New Zealand,0.3,,4区
0014-6242,FABULA,0.3,,4区
,FABULA,0.3,,4区
2371-1671,Facets,2.7,Q2,3区
,Facets,2.7,Q2,3区
1017-3285,Fachsprache-Journal of Professional and Scientific Communication,0.3,,4区
,Fachsprache-Journal of Professional and Scientific Communication,0.3,,4区
2689-3614,Facial Plastic Surgery & Aesthetic Medicine,1.6,Q2,3区
,Facial Plastic Surgery & Aesthetic Medicine,1.6,Q2,3区
1064-7406,Facial Plastic Surgery Clinics of North America,1.9,Q2,2区
,Facial Plastic Surgery Clinics of North America,1.9,Q2,2区
0736-6825,FACIAL PLASTIC SURGERY,1.4,Q3,4区
,FACIAL PLASTIC SURGERY,1.4,Q3,4区
0172-9179,FACIES,1.7,Q2,3区
,FACIES,1.7,Q2,3区
0263-2772,Facilities,1.9,Q3,4区
,Facilities,1.9,Q3,4区
0353-3670,Facta Universitatis-Series Electronics and Energetics,,,4区
,Facta Universitatis-Series Electronics and Energetics,,,4区
0352-9665,Facta Universitatis-Series Mathematics and Informatics,0.3,Q4,4区
,Facta Universitatis-Series Mathematics and Informatics,0.3,Q4,4区
0354-2025,Facta Universitatis-Series Mechanical Engineering,11.8,Q1,1区
,Facta Universitatis-Series Mechanical Engineering,11.8,Q1,1区
2032-0418,Facts Views and Vision in ObGyn,1.4,Q3,4区
,Facts Views and Vision in ObGyn,1.4,Q3,4区
0739-7046,Faith and Philosophy,,,3区
,Faith and Philosophy,,,3区
1389-9600,Familial Cancer,2,Q3,4区
,Familial Cancer,2,Q3,4区
1044-3894,Families In Society-The Journal of Contemporary Social Services,1.1,Q3,4区
,Families In Society-The Journal of Contemporary Social Services,1.1,Q3,4区
2046-7435,Families Relationships and Societies,1.1,Q3,4区
,Families Relationships and Societies,1.1,Q3,4区
1091-7527,Families Systems & Health,1,Q3,4区
,Families Systems & Health,1,Q3,4区
0160-6379,FAMILY & COMMUNITY HEALTH,1.3,Q3,4区
,FAMILY & COMMUNITY HEALTH,1.3,Q3,4区
1463-1180,FAMILY & COMMUNITY HISTORY,0.3,Q2,4区
,FAMILY & COMMUNITY HISTORY,0.3,Q2,4区
1077-727X,Family & Consumer Sciences Research Journal,1.5,Q2,4区
,Family & Consumer Sciences Research Journal,1.5,Q2,4区
0894-4865,Family Business Review,5.6,Q1,2区
,Family Business Review,5.6,Q1,2区
1531-2445,Family Court Review,,,4区
,Family Court Review,,,4区
1066-4807,Family Journal,1.2,Q3,4区
,Family Journal,1.2,Q3,4区
2305-6983,Family Medicine and Community Health,4.3,Q1,3区
,Family Medicine and Community Health,4.3,Q1,3区
1734-3402,Family Medicine and Primary Care Review,0.4,Q4,4区
,Family Medicine and Primary Care Review,0.4,Q4,4区
0742-3225,FAMILY MEDICINE,1.7,Q2,4区
,FAMILY MEDICINE,1.7,Q2,4区
0263-2136,FAMILY PRACTICE,2.2,Q2,4区
,FAMILY PRACTICE,2.2,Q2,4区
0014-7370,FAMILY PROCESS,2.2,Q1,3区
,FAMILY PROCESS,2.2,Q1,3区
0197-6664,FAMILY RELATIONS,1.8,Q1,3区
,FAMILY RELATIONS,1.8,Q1,3区
1359-6640,FARADAY DISCUSSIONS,3.1,Q3,2区
,FARADAY DISCUSSIONS,3.1,Q3,2区
1885-8619,Farmaceuticos Comunitarios,0.5,Q4,4区
,Farmaceuticos Comunitarios,0.5,Q4,4区
1130-6343,FARMACIA HOSPITALARIA,1.3,Q4,4区
,FARMACIA HOSPITALARIA,1.3,Q4,4区
0014-8237,FARMACIA,1.3,Q4,4区
,FARMACIA,1.3,Q4,4区
1721-6915,Farmeconomia-Health Economics and Therapeutic Pathways,0.3,Q4,4区
,Farmeconomia-Health Economics and Therapeutic Pathways,0.3,Q4,4区
2211-6249,Fascism,0.2,,2区
,Fascism,0.2,,2区
2573-9832,FASEB BioAdvances,,,4区
,FASEB BioAdvances,2,Q4,4区
0892-6638,FASEB JOURNAL,4.2,Q1,2区
,FASEB JOURNAL,4.2,Q1,2区
2198-0802,Fashion and Textiles,3.5,Q1,4区
,Fashion and Textiles,3.5,Q1,4区
1756-9370,Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,2.2,,4区
,Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,2.2,,4区
2050-0726,Fashion Style & Popular Culture,,,4区
,Fashion Style & Popular Culture,,,4区
1362-704X,Fashion Theory-The Journal of Dress Body & Culture,1.2,,3区
,Fashion Theory-The Journal of Dress Body & Culture,1.2,,3区
2160-4851,Fat Studies-An Interdisciplinary Journal of Body Weight and Society,1.2,Q2,4区
,Fat Studies-An Interdisciplinary Journal of Body Weight and Society,1.2,Q2,4区
8756-758X,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,3.2,Q2,3区
,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,3.2,Q2,3区
2164-1846,Fatigue-Biomedicine Health and Behavior,2.2,Q3,4区
,Fatigue-Biomedicine Health and Behavior,2.2,Q3,4区
1555-256X,FDMP-Fluid Dynamics & Materials Processing,,,4区
,FDMP-Fluid Dynamics & Materials Processing,,,4区
1742-464X,FEBS Journal,4.2,Q2,2区
,FEBS Journal,4.2,Q2,2区
0014-5793,FEBS LETTERS,3,Q2,4区
,FEBS LETTERS,3,Q2,4区
2211-5463,FEBS Open Bio,2.3,Q3,4区
,FEBS Open Bio,2.3,Q3,4区
0014-9187,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,1.4,Q3,4区
,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,1.4,Q3,4区
0959-3535,FEMINISM & PSYCHOLOGY,1.9,Q1,2区
,FEMINISM & PSYCHOLOGY,1.9,Q1,2区
1989-9998,Feminismo-s,,,4区
,Feminismo-s,0.2,Q4,4区
1726-4596,Feminist Africa,0.9,Q3,4区
,Feminist Africa,0.9,Q3,4区
1557-0851,Feminist Criminology,2.3,Q1,4区
,Feminist Criminology,2.3,Q1,4区
1354-5701,FEMINIST ECONOMICS,2,Q1,2区
,FEMINIST ECONOMICS,2,Q1,2区
2578-5206,Feminist German Studies,<0.1,Q4,4区
,Feminist German Studies,<0.1,Q4,4区
0966-3622,Feminist Legal Studies,1.5,Q1,3区
,Feminist Legal Studies,1.5,Q1,3区
2373-7492,Feminist Media Histories,,,2区
,Feminist Media Histories,1.1,Q3,2区
1468-0777,Feminist Media Studies,1.7,Q2,2区
,Feminist Media Studies,1.7,Q2,2区
0141-7789,FEMINIST REVIEW,1.2,Q3,4区
,FEMINIST REVIEW,1.2,Q3,4区
0046-3663,FEMINIST STUDIES,0.4,Q4,4区
,FEMINIST STUDIES,0.4,Q4,4区
0966-7350,Feminist Theology,0.1,,4区
,Feminist Theology,0.1,,4区
1464-7001,Feminist Theory,1.3,Q3,2区
,Feminist Theory,1.3,Q3,2区
0723-5186,Feministische Studien,<0.1,Q4,4区
,Feministische Studien,<0.1,Q4,4区
0168-6496,FEMS MICROBIOLOGY ECOLOGY,3.2,Q2,3区
,FEMS MICROBIOLOGY ECOLOGY,3.2,Q2,3区
0378-1097,FEMS MICROBIOLOGY LETTERS,2.2,Q3,4区
,FEMS MICROBIOLOGY LETTERS,2.2,Q3,4区
0168-6445,FEMS MICROBIOLOGY REVIEWS,12.3,Q1,1区
,FEMS MICROBIOLOGY REVIEWS,12.3,Q1,1区
1567-1356,FEMS YEAST RESEARCH,2.7,Q3,4区
,FEMS YEAST RESEARCH,2.7,Q3,4区
0015-0010,Fennia-International Journal of Geography,1.6,Q2,4区
,Fennia-International Journal of Geography,1.6,Q2,4区
2311-5637,Fermentation-Basel,,,3区
,Fermentation-Basel,3.3,Q2,3区
0731-5171,FERROELECTRICS LETTERS SECTION,1.2,Q4,4区
,FERROELECTRICS LETTERS SECTION,1.2,Q4,4区
0015-0193,FERROELECTRICS,0.6,Q4,4区
,FERROELECTRICS,0.6,Q4,4区
0015-0282,FERTILITY AND STERILITY,7,Q1,1区
,FERTILITY AND STERILITY,7,Q1,1区
2039-0491,Festival dell Architettura Magazine,<0.1,,4区
,Festival dell Architettura Magazine,<0.1,,4区
1551-3815,Fetal and Pediatric Pathology,0.6,Q4,4区
,Fetal and Pediatric Pathology,0.6,Q4,4区
1015-3837,FETAL DIAGNOSIS AND THERAPY,1.6,Q3,3区
,FETAL DIAGNOSIS AND THERAPY,1.6,Q3,3区
0177-7963,FEW-BODY SYSTEMS,1.8,Q2,4区
,FEW-BODY SYSTEMS,1.8,Q2,4区
0146-8030,FIBER AND INTEGRATED OPTICS,2.2,Q3,3区
,FIBER AND INTEGRATED OPTICS,2.2,Q3,3区
1229-9197,FIBERS AND POLYMERS,2.3,Q2,4区
,FIBERS AND POLYMERS,2.3,Q2,4区
2079-6439,Fibers,,,3区
,Fibers,3.9,Q2,3区
0015-0517,FIBONACCI QUARTERLY,0.4,Q4,4区
,FIBONACCI QUARTERLY,0.4,Q4,4区
0015-0541,FIBRE CHEMISTRY,0.3,Q4,4区
,FIBRE CHEMISTRY,0.3,Q4,4区
1230-3666,FIBRES & TEXTILES IN EASTERN EUROPE,,,4区
,FIBRES & TEXTILES IN EASTERN EUROPE,,,4区
1721-3673,Fictions-Studi Sulla Narrativita,<0.1,,4区
,Fictions-Studi Sulla Narrativita,<0.1,,4区
0378-4290,FIELD CROPS RESEARCH,6.4,Q1,1区
,FIELD CROPS RESEARCH,6.4,Q1,1区
1525-822X,Field Methods,1.4,Q2,4区
,Field Methods,1.4,Q2,4区
1743-0615,Fieldwork in Religion,0.4,,4区
,Fieldwork in Religion,0.4,,4区
2319-7145,FIIB Business Review,2.8,Q2,4区
,FIIB Business Review,2.8,Q2,4区
1192-1412,Filigrane-Revue de Psychanalyse,<0.1,Q4,4区
,Filigrane-Revue de Psychanalyse,<0.1,Q4,4区
0163-5069,FILM CRITICISM,0.3,,4区
,FILM CRITICISM,0.3,,4区
2044-2823,Film Fashion & Consumption,0.3,,2区
,Film Fashion & Consumption,0.3,,2区
0892-2160,Film History,0.1,,3区
,Film History,0.1,,3区
1651-6826,Film International,0.1,,4区
,Film International,0.1,,4区
0015-1386,FILM QUARTERLY,0.9,,3区
,FILM QUARTERLY,0.9,,3区
1466-4615,Film-Philosophy,0.3,,1区
,Film-Philosophy,0.3,,1区
1124-0008,Filologia Mediolatina,0.2,,4区
,Filologia Mediolatina,0.2,,4区
2310-4287,Filologicheskie Nauki-Nauchnye Doklady Vysshei Shkoly-Philological Sciences-Scientific Essays of Higher Education,0.1,,4区
,Filologicheskie Nauki-Nauchnye Doklady Vysshei Shkoly-Philological Sciences-Scientific Essays of Higher Education,0.1,,4区
0354-5180,Filomat,0.9,Q2,4区
,Filomat,0.9,Q2,4区
0394-7297,Filosofia Politica,0.2,,4区
,Filosofia Politica,0.2,,4区
